# mx my kx ky |F_fft| Re(F_fft) Im(F_fft) F_exact
-30 25 -1.47262 1.22718 0.000833175 0.000833175 0 0.000836714
-30 26 -1.47262 1.27627 0.000689172 0.000689172 0 0.000685866
-30 27 -1.47262 1.32536 0.000556711 0.000556711 0 0.000559811
-30 28 -1.47262 1.37445 0.000457984 0.000457984 0 0.000455069
-30 29 -1.47262 1.42353 0.000365749 0.000365749 0 0.000368499
-30 30 -1.47262 1.47262 0.000299909 0.000299909 0 0.000297308
-30 31 -1.47262 1.52171 0.00023657 0.00023657 0 0.000239038
-30 32 -1.47262 1.5708 0.000193903 0.000193903 0 0.000191556
-30 33 -1.47262 1.61988 0.00015079 0.00015079 0 0.000153027
-30 34 -1.47262 1.66897 0.000124022 0.000124022 0 0.000121885
-30 35 -1.47262 1.71806 9.47608e-05 9.47608e-05 0 9.68073e-05
-30 36 -1.47262 1.76715 7.86479e-05 7.86479e-05 0 7.66842e-05
-30 37 -1.47262 1.81623 5.8702e-05 5.8702e-05 0 6.059e-05
-30 38 -1.47262 1.86532 4.95773e-05 4.95773e-05 0 4.77584e-05
-30 39 -1.47262 1.91441 3.58027e-05 3.58027e-05 0 3.75581e-05
-30 40 -1.47262 1.9635 3.11697e-05 3.11697e-05 0 2.94723e-05
-30 41 -1.47262 2.01258 2.14355e-05 2.14355e-05 0 2.30794e-05
-30 42 -1.47262 2.06167 1.96329e-05 1.96329e-05 0 1.80377e-05
-30 43 -1.47262 2.11076 1.25212e-05 1.25212e-05 0 1.40711e-05
-30 44 -1.47262 2.15984 1.24662e-05 1.24662e-05 0 1.09572e-05
-30 45 -1.47262 2.20893 7.04746e-06 7.04746e-06 0 8.51798e-06
-30 46 -1.47262 2.25802 8.04745e-06 8.04745e-06 0 6.61109e-06
-30 47 -1.47262 2.30711 3.71964e-06 3.71964e-06 0 5.12321e-06
-30 48 -1.47262 2.35619 5.33988e-06 5.33988e-06 0 3.96438e-06
-30 49 -1.47262 2.40528 1.71615e-06 1.71615e-06 0 3.06339e-06
-30 50 -1.47262 2.45437 3.68892e-06 3.68892e-06 0 2.36402e-06
-30 51 -1.47262 2.50346 5.21957e-07 5.21957e-07 0 1.822e-06
-30 52 -1.47262 2.55254 2.68608e-06 2.68608e-06 0 1.40255e-06
-30 53 -1.47262 2.60163 1.82283e-07 -1.82283e-07 0 1.07841e-06
-30 54 -1.47262 2.65072 2.07897e-06 2.07897e-06 0 8.2827e-07
-30 55 -1.47262 2.69981 5.92522e-07 -5.92522e-07 0 6.35476e-07
-30 56 -1.47262 2.74889 1.71322e-06 1.71322e-06 0 4.87065e-07
-30 57 -1.47262 2.79798 8.27716e-07 -8.27716e-07 0 3.72954e-07
-30 58 -1.47262 2.84707 1.49546e-06 1.49546e-06 0 2.85313e-07
-30 59 -1.47262 2.89616 9.59069e-07 -9.59069e-07 0 2.18073e-07
-30 60 -1.47262 2.94524 1.37021e-06 1.37021e-06 0 1.66538e-07
-30 61 -1.47262 2.99433 1.02813e-06 -1.02813e-06 0 1.27079e-07
-30 62 -1.47262 3.04342 1.30577e-06 1.30577e-06 0 9.68933e-08
-30 63 -1.47262 3.09251 1.05765e-06 -1.05765e-06 0 7.38226e-08

-29 -64 -1.42353 -3.14159 1.11297e-06 -1.11297e-06 0 6.37664e-08
-29 -63 -1.42353 -3.09251 1.37358e-06 1.37358e-06 0 8.38956e-08
-29 -62 -1.42353 -3.04342 1.09642e-06 -1.09642e-06 0 1.10304e-07
-29 -61 -1.42353 -2.99433 1.42007e-06 1.42007e-06 0 1.44923e-07
-29 -60 -1.42353 -2.94524 1.04111e-06 -1.04111e-06 0 1.90268e-07
-29 -59 -1.42353 -2.89616 1.525e-06 1.525e-06 0 2.49608e-07
-29 -58 -1.42353 -2.84707 9.2846e-07 -9.2846e-07 0 3.27191e-07
-29 -57 -1.42353 -2.79798 1.71556e-06 1.71556e-06 0 4.2853e-07
-29 -56 -1.42353 -2.74889 7.21856e-07 -7.21856e-07 0 5.60763e-07
-29 -55 -1.42353 -2.69981 2.04143e-06 2.04143e-06 0 7.33128e-07
-29 -54 -1.42353 -2.65072 3.56791e-07 -3.56791e-07 0 9.57553e-07
-29 -53 -1.42353 -2.60163 2.58791e-06 2.58791e-06 0 1.24942e-06
-29 -52 -1.42353 -2.55254 2.76186e-07 2.76186e-07 0 1.62854e-06
-29 -51 -1.42353 -2.50346 3.49793e-06 3.49793e-06 0 2.12037e-06
-29 -50 -1.42353 -2.45437 1.35954e-06 1.35954e-06 0 2.75753e-06
-29 -49 -1.42353 -2.40528 5.00785e-06 5.00785e-06 0 3.58183e-06
-29 -48 -1.42353 -2.35619 3.19406e-06 3.19406e-06 0 4.64661e-06
-29 -47 -1.42353 -2.30711 7.50465e-06 7.50465e-06 0 6.0199e-06
-29 -46 -1.42353 -2.25802 6.27064e-06 6.27064e-06 0 7.78815e-06
-29 -45 -1.42353 -2.20893 1.1616e-05 1.1616e-05 0 1.0061e-05
-29 -44 -1.42353 -2.15984 1.13825e-05 1.13825e-05 0 1.2977e-05
-29 -43 -1.42353 -2.11076 1.83498e-05 1.83498e-05 0 1.67111e-05
-29 -42 -1.42353 -2.06167 1.9797e-05 1.9797e-05 0 2.14829e-05
-29 -41 -1.42353 -2.01258 2.93055e-05 2.93055e-05 0 2.75676e-05
-29 -40 -1.42353 -1.9635 3.35146e-05 3.35146e-05 0 3.53088e-05
-29 -39 -1.42353 -1.91441 4.69894e-05 4.69894e-05 0 4.51337e-05
-29 -38 -1.42353 -1.86532 5.56488e-05 5.56488e-05 0 5.75714e-05
-29 -37 -1.42353 -1.81623 7.527e-05 7.527e-05 0 7.32742e-05
-29 -36 -1.42353 -1.76715 9.09669e-05 9.09669e-05 0 9.30426e-05
-29 -35 -1.42353 -1.71806 0.000120017 0.000120017 0 0.000117854
-29 -34 -1.42353 -1.66897 0.000146635 0.000146635 0 0.000148894
-29 -33 -1.42353 -1.61988 0.00018996 0.00018996 0 0.000187596
-29 -32 -1.42353 -1.5708 0.000233193 0.000233193 0 0.000235674
-29 -31 -1.42353 -1.52171 0.00029778 0.00029778 0 0.000295171
-29 -30 -1.42353 -1.47262 0.000365749 0.000365749 0 0.000368499
-29 -29 -1.42353 -1.42353 0.000461388 0.000461388 0 0.000458481
-29 -28 -1.42353 -1.37445 0.000565307 0.000565307 0 0.000568388
-29 -27 -1.42353 -1.32536 0.00070525 0.00070525 0 0.000701973
-29 -26 -1.42353 -1.27627 0.000859992 0.000859992 0 0.000863486
-29 -25 -1.42353 -1.22718 0.00106142 0.00106142 0 0.00105768
-29 -24 -1.42353 -1.1781 0.00128575 0.00128575 0 0.00128977
-29 -23 -1.42353 -1.12901 0.00156972 0.00156972 0 0.00156539
-29 -22 -1.42353 -1.07992 0.0018858 0.0018858 0 0.0018905
-29 -21 -1.42353 -1.03084 0.00227629 0.00227629 0 0.00227119
-29 -20 -1.42353 -0.981748 0.00270795 0.00270795 0 0.00271353
-29 -19 -1.42353 -0.93266 0.00322938 0.00322938 0 0.00322324
-29 -18 -1.42353 -0.883573 0.0037986 0.0037986 0 0.00380538
-29 -17 -1.42353 -0.834486 0.00447146 0.00447146 0 0.00446391
-29 -16 -1.42353 -0.785398 0.0051928 0.0051928 0 0.00520126
-29 -15 -1.42353 -0.736311 0.00602735 0.00602735 0 0.00601778
-29 -14 -1.42353 -0.687223 0.00690035 0.00690035 0 0.00691126
-29 -13 -1.42353 -0.638136 0.00788901 0.00788901 0 0.00787643
-29 -12 -1.42353 -0.589049 0.00888981 0.00888981 0 0.0089045
-29 -11 -1.42353 -0.539961 0.0100003 0.0100003 0 0.00998291
-29 -10 -1.42353 -0.490874 0.0110742 0.0110742 0 0.0110952
-29 -9 -1.42353 -0.441786 0.0122468 0.0122468 0 0.012221
-29 -8 -1.42353 -0.392699 0.0133043 0.0133043 0 0.0133368
-29 -7 -1.42353 -0.343612 0.0144581 0.0144581 0 0.0144159
-29 -6 -1.42353 -0.294524 0.015373 0.015373 0 0.0154301
-29 -5 -1.42353 -0.245437 0.0164325 0.0164325 0 0.0163506
-29 -4 -1.42353 -0.19635 0.0170244 0.0170244 0 0.0171495
-29 -3 -1.42353 -0.147262 0.0180469 0.0180469 0 0.0178009
-29 -2 -1.42353 -0.0981748 0.0182367 0.0182367 0 0.0182831
-29 -1 -1.42353 -0.0490874 0.0256402 0.0256402 0 0.0185794
-29 0 -1.42353 0 0.0447498 0.0447498 0 0.0186794
-29 1 -1.42353 0.0490874 0.0256402 0.0256402 0 0.0185794
-29 2 -1.42353 0.0981748 0.0182367 0.0182367 0 0.0182831
-29 3 -1.42353 0.147262 0.0180469 0.0180469 0 0.0178009
-29 4 -1.42353 0.19635 0.0170244 0.0170244 0 0.0171495
-29 5 -1.42353 0.245437 0.0164325 0.0164325 0 0.0163506
-29 6 -1.42353 0.294524 0.015373 0.015373 0 0.0154301
-29 7 -1.42353 0.343612 0.0144581 0.0144581 0 0.0144159
-29 8 -1.42353 0.392699 0.0133043 0.0133043 0 0.0133368
-29 9 -1.42353 0.441786 0.0122468 0.0122468 0 0.012221
-29 10 -1.42353 0.490874 0.0110742 0.0110742 0 0.0110952
-29 11 -1.42353 0.539961 0.0100003 0.0100003 0 0.00998291
-29 12 -1.42353 0.589049 0.00888981 0.00888981 0 0.0089045
-29 13 -1.42353 0.638136 0.00788901 0.00788901 0 0.00787643
-29 14 -1.42353 0.687223 0.00690035 0.00690035 0 0.00691126
-29 15 -1.42353 0.736311 0.00602735 0.00602735 0 0.00601778
-29 16 -1.42353 0.785398 0.0051928 0.0051928 0 0.00520126
-29 17 -1.42353 0.834486 0.00447146 0.00447146 0 0.00446391
-29 18 -1.42353 0.883573 0.0037986 0.0037986 0 0.00380538
-29 19 -1.42353 0.93266 0.00322938 0.00322938 0 0.00322324
-29 20 -1.42353 0.981748 0.00270795 0.00270795 0 0.00271353
-29 21 -1.42353 1.03084 0.00227629 0.00227629 0 0.00227119
-29 22 -1.42353 1.07992 0.0018858 0.0018858 0 0.0018905
-29 23 -1.42353 1.12901 0.00156972 0.00156972 0 0.00156539
-29 24 -1.42353 1.1781 0.00128575 0.00128575 0 0.00128977
-29 25 -1.42353 1.22718 0.00106142 0.00106142 0 0.00105768
-29 26 -1.42353 1.27627 0.000859992 0.000859992 0 0.000863486
-29 27 -1.42353 1.32536 0.00070525 0.00070525 0 0.000701973
-29 28 -1.42353 1.37445 0.000565307 0.000565307 0 0.000568388
-29 29 -1.42353 1.42353 0.000461388 0.000461388 0 0.000458481
-29 30 -1.42353 1.47262 0.000365749 0.000365749 0 0.000368499
-29 31 -1.42353 1.52171 0.00029778 0.00029778 0 0.000295171
-29 32 -1.42353 1.5708 0.000233193 0.000233193 0 0.000235674
-29 33 -1.42353 1.61988 0.00018996 0.00018996 0 0.000187596
-29 34 -1.42353 1.66897 0.000146635 0.000146635 0 0.000148894
-29 35 -1.42353 1.71806 0.000120017 0.000120017 0 0.000117854
-29 36 -1.42353 1.76715 9.09669e-05 9.09669e-05 0 9.30426e-05
-29 37 -1.42353 1.81623 7.527e-05 7.527e-05 0 7.32742e-05
-29 38 -1.42353 1.86532 5.56488e-05 5.56488e-05 0 5.75714e-05
-29 39 -1.42353 1.91441 4.69894e-05 4.69894e-05 0 4.51337e-05
-29 40 -1.42353 1.9635 3.35146e-05 3.35146e-05 0 3.53088e-05
-29 41 -1.42353 2.01258 2.93055e-05 2.93055e-05 0 2.75676e-05
-29 42 -1.42353 2.06167 1.9797e-05 1.9797e-05 0 2.14829e-05
-29 43 -1.42353 2.11076 1.83498e-05 1.83498e-05 0 1.67111e-05
-29 44 -1.42353 2.15984 1.13825e-05 1.13825e-05 0 1.2977e-05
-29 45 -1.42353 2.20893 1.1616e-05 1.1616e-05 0 1.0061e-05
-29 46 -1.42353 2.25802 6.27064e-06 6.27064e-06 0 7.78815e-06
-29 47 -1.42353 2.30711 7.50465e-06 7.50465e-06 0 6.0199e-06
-29 48 -1.42353 2.35619 3.19406e-06 3.19406e-06 0 4.64661e-06
-29 49 -1.42353 2.40528 5.00785e-06 5.00785e-06 0 3.58183e-06
-29 50 -1.42353 2.45437 1.35954e-06 1.35954e-06 0 2.75753e-06
-29 51 -1.42353 2.50346 3.49793e-06 3.49793e-06 0 2.12037e-06
-29 52 -1.42353 2.55254 2.76186e-07 2.76186e-07 0 1.62854e-06
-29 53 -1.42353 2.60163 2.58791e-06 2.58791e-06 0 1.24942e-06
-29 54 -1.42353 2.65072 3.56791e-07 -3.56791e-07 0 9.57553e-07
-29 55 -1.42353 2.69981 2.04143e-06 2.04143e-06 0 7.33128e-07
-29 56 -1.42353 2.74889 7.21856e-07 -7.21856e-07 0 5.60763e-07
-29 57 -1.42353 2.79798 1.71556e-06 1.71556e-06 0 4.2853e-07
-29 58 -1.42353 2.84707 9.2846e-07 -9.2846e-07 0 3.27191e-07
-29 59 -1.42353 2.89616 1.525e-06 1.525e-06 0 2.49608e-07
-29 60 -1.42353 2.94524 1.04111e-06 -1.04111e-06 0 1.90268e-07
-29 61 -1.42353 2.99433 1.42007e-06 1.42007e-06 0 1.44923e-07
-29 62 -1.42353 3.04342 1.09642e-06 -1.09642e-06 0 1.10304e-07
-29 63 -1.42353 3.09251 1.37358e-06 1.37358e-06 0 8.38956e-08

-28 -64 -1.37445 -3.14159 1.45918e-06 1.45918e-06 0 7.20893e-08
-28 -63 -1.37445 -3.09251 1.16612e-06 -1.16612e-06 0 9.50031e-08
-28 -62 -1.37445 -3.04342 1.48472e-06 1.48472e-06 0 1.2512e-07
-28 -61 -1.37445 -2.99433 1.12609e-06 -1.12609e-06 0 1.64676e-07
-28 -60 -1.37445 -2.94524 1.5681e-06 1.5681e-06 0 2.16586e-07
-28 -59 -1.37445 -2.89616 1.03236e-06 -1.03236e-06 0 2.84654e-07
-28 -58 -1.37445 -2.84707 1.73135e-06 1.73135e-06 0 3.7383e-07
-28 -57 -1.37445 -2.79798 8.53747e-07 -8.53747e-07 0 4.90555e-07
-28 -56 -1.37445 -2.74889 2.01798e-06 2.01798e-06 0 6.43193e-07
-28 -55 -1.37445 -2.69981 5.32833e-07 -5.32833e-07 0 8.42595e-07
-28 -54 -1.37445 -2.65072 2.50473e-06 2.50473e-06 0 1.10281e-06
-28 -53 -1.37445 -2.60163 2.96827e-08 2.96827e-08 0 1.44203e-06
-28 -52 -1.37445 -2.55254 3.32219e-06 3.32219e-06 0 1.8837e-06
-28 -51 -1.37445 -2.50346 1.00149e-06 1.00149e-06 0 2.45807e-06
-28 -50 -1.37445 -2.45437 4.68882e-06 4.68882e-06 0 3.20408e-06
-28 -49 -1.37445 -2.40528 2.66214e-06 2.66214e-06 0 4.17168e-06
-28 -48 -1.37445 -2.35619 6.96632e-06 6.96632e-06 0 5.42494e-06
-28 -47 -1.37445 -2.30711 5.47305e-06 5.47305e-06 0 7.04576e-06
-28 -46 -1.37445 -2.25802 1.07482e-05 1.07482e-05 0 9.13864e-06
-28 -45 -1.37445 -2.20893 1.01888e-05 1.01888e-05 0 1.18366e-05
-28 -44 -1.37445 -2.15984 1.69992e-05 1.69992e-05 0 1.53084e-05
-28 -43 -1.37445 -2.11076 1.80311e-05 1.80311e-05 0 1.97678e-05
-28 -42 -1.37445 -2.06167 2.72719e-05 2.72719e-05 0 2.54845e-05
-28 -41 -1.37445 -2.01258 3.09558e-05 3.09558e-05 0 3.27979e-05
-28 -40 -1.37445 -1.9635 4.40355e-05 4.40355e-05 0 4.21334e-05
-28 -39 -1.37445 -1.91441 5.20556e-05 5.20556e-05 0 5.40226e-05
-28 -38 -1.37445 -1.86532 7.1165e-05 7.1165e-05 0 6.91269e-05
-28 -37 -1.37445 -1.81623 8.615e-05 8.615e-05 0 8.82656e-05
-28 -36 -1.37445 -1.76715 0.00011465 0.00011465 0 0.00011245
-28 -35 -1.37445 -1.71806 0.000140626 0.000140626 0 0.000142919
-28 -34 -1.37445 -1.66897 0.000183584 0.000183584 0 0.000181189
-28 -33 -1.37445 -1.61988 0.000226591 0.000226591 0 0.000229097
-28 -32 -1.37445 -1.5708 0.00029149 0.00029149 0 0.00028886
-28 -31 -1.37445 -1.52171 0.000360367 0.000360367 0 0.000363132
-28 -30 -1.37445 -1.47262 0.000457984 0.000457984 0 0.000455069
-28 -29 -1.37445 -1.42353 0.000565307 0.000565307 0 0.000568388
-28 -28 -1.37445 -1.37445 0.0007107 0.0007107 0 0.000707433
-28 -27 -1.37445 -1.32536 0.000873747 0.000873747 0 0.000877221
-28 -26 -1.37445 -1.27627 0.00108719 0.00108719 0 0.00108348
-28 -25 -1.37445 -1.22718 0.00132871 0.00132871 0 0.00133267
-28 -24 -1.37445 -1.1781 0.00163623 0.00163623 0 0.00163197
-28 -23 -1.37445 -1.12901 0.00198459 0.00198459 0 0.00198918
-28 -22 -1.37445 -1.07992 0.00241763 0.00241763 0 0.00241266
-28 -21 -1.37445 -1.03084 0.00290567 0.00290567 0 0.00291108
-28 -20 -1.37445 -0.981748 0.00349912 0.00349912 0 0.00349321
-28 -19 -1.37445 -0.93266 0.00416097 0.00416097 0 0.00416747
-28 -18 -1.37445 -0.883573 0.00494874 0.00494874 0 0.00494155
-28 -17 -1.37445 -0.834486 0.00581374 0.00581374 0 0.00582174
-28 -16 -1.37445 -0.785398 0.00682133 0.00682133 0 0.00681236
-28 -15 -1.37445 -0.736311 0.00790479 0.00790479 0 0.00791493
-28 -14 -1.37445 -0.687223 0.00913904 0.00913904 0 0.00912747
-28 -13 -1.37445 -0.638136 0.0104304 0.0104304 0 0.0104437
-28 -12 -1.37445 -0.589049 0.0118679 0.0118679 0 0.0118524
-28 -11 -1.37445 -0.539961 0.0133183 0.0133183 0 0.0133368
-28 -10 -1.37445 -0.490874 0.0148967 0.0148967 0 0.0148745
-28 -9 -1.37445 -0.441786 0.01641 0.01641 0 0.0164373
-28 -8 -1.37445 -0.392699 0.0180264 0.0180264 0 0.017992
-28 -7 -1.37445 -0.343612 0.0194563 0.0194563 0 0.019501
-28 -6 -1.37445 -0.294524 0.0209843 0.0209843 0 0.0209238
-28 -5 -1.37445 -0.245437 0.0221319 0.0221319 0 0.0222186
-28 -4 -1.37445 -0.19635 0.0234775 0.0234775 0 0.023345
-28 -3 -1.37445 -0.147262 0.0240044 0.0240044 0 0.0242652
-28 -2 -1.37445 -0.0981748 0.0249968 0.0249968 0 0.0249474
-28 -1 -1.37445 -0.0490874 0.0178831 0.0178831 0 0.0253671
-28 0 -1.37445 0 0.00212638 -0.00212638 0 0.0255087
-28 1 -1.37445 0.0490874 0.0178831 0.0178831 0 0.0253671
-28 2 -1.37445 0.0981748 0.0249968 0.0249968 0 0.0249474
-28 3 -1.37445 0.147262 0.0240044 0.0240044 0 0.0242652
-28 4 -1.37445 0.19635 0.0234775 0.0234775 0 0.023345
-28 5 -1.37445 0.245437 0.0221319 0.0221319 0 0.0222186
-28 6 -1.37445 0.294524 0.0209843 0.0209843 0 0.0209238
-28 7 -1.37445 0.343612 0.0194563 0.0194563 0 0.019501
-28 8 -1.37445 0.392699 0.0180264 0.0180264 0 0.017992
-28 9 -1.37445 0.441786 0.01641 0.01641 0 0.0164373
-28 10 -1.37445 0.490874 0.0148967 0.0148967 0 0.0148745
-28 11 -1.37445 0.539961 0.0133183 0.0133183 0 0.0133368
-28 12 -1.37445 0.589049 0.0118679 0.0118679 0 0.0118524
-28 13 -1.37445 0.638136 0.0104304 0.0104304 0 0.0104437
-28 14 -1.37445 0.687223 0.00913904 0.00913904 0 0.00912747
-28 15 -1.37445 0.736311 0.00790479 0.00790479 0 0.00791493
-28 16 -1.37445 0.785398 0.00682133 0.00682133 0 0.00681236
-28 17 -1.37445 0.834486 0.00581374 0.00581374 0 0.00582174
-28 18 -1.37445 0.883573 0.00494874 0.00494874 0 0.00494155
-28 19 -1.37445 0.93266 0.00416097 0.00416097 0 0.00416747
-28 20 -1.37445 0.981748 0.00349912 0.00349912 0 0.00349321
-28 21 -1.37445 1.03084 0.00290567 0.00290567 0 0.00291108
-28 22 -1.37445 1.07992 0.00241763 0.00241763 0 0.00241266
-28 23 -1.37445 1.12901 0.00198459 0.00198459 0 0.00198918
-28 24 -1.37445 1.1781 0.00163623 0.00163623 0 0.00163197
-28 25 -1.37445 1.22718 0.00132871 0.00132871 0 0.00133267
-28 26 -1.37445 1.27627 0.00108719 0.00108719 0 0.00108348
-28 27 -1.37445 1.32536 0.000873747 0.000873747 0 0.000877221
-28 28 -1.37445 1.37445 0.0007107 0.0007107 0 0.000707433
-28 29 -1.37445 1.42353 0.000565307 0.000565307 0 0.000568388
-28 30 -1.37445 1.47262 0.000457984 0.000457984 0 0.000455069
-28 31 -1.37445 1.52171 0.000360367 0.000360367 0 0.000363132
-28 32 -1.37445 1.5708 0.00029149 0.00029149 0 0.00028886
-28 33 -1.37445 1.61988 0.000226591 0.000226591 0 0.000229097
-28 34 -1.37445 1.66897 0.000183584 0.000183584 0 0.000181189
-28 35 -1.37445 1.71806 0.000140626 0.000140626 0 0.000142919
-28 36 -1.37445 1.76715 0.00011465 0.00011465 0 0.00011245
-28 37 -1.37445 1.81623 8.615e-05 8.615e-05 0 8.82656e-05
-28 38 -1.37445 1.86532 7.1165e-05 7.1165e-05 0 6.91269e-05
-28 39 -1.37445 1.91441 5.20556e-05 5.20556e-05 0 5.40226e-05
-28 40 -1.37445 1.9635 4.40355e-05 4.40355e-05 0 4.21334e-05
-28 41 -1.37445 2.01258 3.09558e-05 3.09558e-05 0 3.27979e-05
-28 42 -1.37445 2.06167 2.72719e-05 2.72719e-05 0 2.54845e-05
-28 43 -1.37445 2.11076 1.80311e-05 1.80311e-05 0 1.97678e-05
-28 44 -1.37445 2.15984 1.69992e-05 1.69992e-05 0 1.53084e-05
-28 45 -1.37445 2.20893 1.01888e-05 1.01888e-05 0 1.18366e-05
-28 46 -1.37445 2.25802 1.07482e-05 1.07482e-05 0 9.13864e-06
-28 47 -1.37445 2.30711 5.47305e-06 5.47305e-06 0 7.04576e-06
-28 48 -1.37445 2.35619 6.96632e-06 6.96632e-06 0 5.42494e-06
-28 49 -1.37445 2.40528 2.66214e-06 2.66214e-06 0 4.17168e-06
-28 50 -1.37445 2.45437 4.68882e-06 4.68882e-06 0 3.20408e-06
-28 51 -1.37445 2.50346 1.00149e-06 1.00149e-06 0 2.45807e-06
-28 52 -1.37445 2.55254 3.32219e-06 3.32219e-06 0 1.8837e-06
-28 53 -1.37445 2.60163 2.96827e-08 2.96827e-08 0 1.44203e-06
-28 54 -1.37445 2.65072 2.50473e-06 2.50473e-06 0 1.10281e-06
-28 55 -1.37445 2.69981 5.32833e-07 -5.32833e-07 0 8.42595e-07
-28 56 -1.37445 2.74889 2.01798e-06 2.01798e-06 0 6.43193e-07
-28 57 -1.37445 2.79798 8.53747e-07 -8.53747e-07 0 4.90555e-07
-28 58 -1.37445 2.84707 1.73135e-06 1.73135e-06 0 3.7383e-07
-28 59 -1.37445 2.89616 1.03236e-06 -1.03236e-06 0 2.84654e-07
-28 60 -1.37445 2.94524 1.5681e-06 1.5681e-06 0 2.16586e-07
-28 61 -1.37445 2.99433 1.12609e-06 -1.12609e-06 0 1.64676e-07
-28 62 -1.37445 3.04342 1.48472e-06 1.48472e-06 0 1.2512e-07
-28 63 -1.37445 3.09251 1.16612e-06 -1.16612e-06 0 9.50031e-08

-27 -64 -1.32536 -3.14159 1.23574e-06 -1.23574e-06 0 8.12051e-08
-27 -63 -1.32536 -3.09251 1.56766e-06 1.56766e-06 0 1.07191e-07
-27 -62 -1.32536 -3.04342 1.21359e-06 -1.21359e-06 0 1.41407e-07
-27 -61 -1.32536 -2.99433 1.62737e-06 1.62737e-06 0 1.8643e-07
-27 -60 -1.32536 -2.94524 1.13948e-06 -1.13948e-06 0 2.45628e-07
-27 -59 -1.32536 -2.89616 1.76291e-06 1.76291e-06 0 3.23403e-07
-27 -58 -1.32536 -2.84707 9.8822e-07 -9.8822e-07 0 4.25503e-07
-27 -57 -1.32536 -2.79798 2.01111e-06 2.01111e-06 0 5.59421e-07
-27 -56 -1.32536 -2.74889 7.09894e-07 -7.09894e-07 0 7.34913e-07
-27 -55 -1.32536 -2.69981 2.43983e-06 2.43983e-06 0 9.64671e-07
-27 -54 -1.32536 -2.65072 2.15759e-07 -2.15759e-07 0 1.26518e-06
-27 -53 -1.32536 -2.60163 3.16671e-06 3.16671e-06 0 1.65781e-06
-27 -52 -1.32536 -2.55254 6.46261e-07 6.46261e-07 0 2.17024e-06
-27 -51 -1.32536 -2.50346 4.39108e-06 4.39108e-06 0 2.83828e-06
-27 -50 -1.32536 -2.45437 2.13258e-06 2.13258e-06 0 3.7081e-06
-27 -49 -1.32536 -2.40528 6.44655e-06 6.44655e-06 0 4.83922e-06
-27 -48 -1.32536 -2.35619 4.67107e-06 4.67107e-06 0 6.30815e-06
-27 -47 -1.32536 -2.30711 9.88656e-06 9.88656e-06 0 8.21308e-06
-27 -46 -1.32536 -2.25802 8.96942e-06 8.96942e-06 0 1.06797e-05
-27 -45 -1.32536 -2.20893 1.56214e-05 1.56214e-05 0 1.38687e-05
-27 -44 -1.32536 -2.15984 1.61875e-05 1.61875e-05 0 1.79847e-05
-27 -43 -1.32536 -2.11076 2.51346e-05 2.51346e-05 0 2.32877e-05
-27 -42 -1.32536 -2.06167 2.82072e-05 2.82072e-05 0 3.01074e-05
-27 -41 -1.32536 -2.01258 4.08189e-05 4.08189e-05 0 3.88602e-05
-27 -40 -1.32536 -1.9635 4.80484e-05 4.80484e-05 0 5.00705e-05
-27 -39 -1.32536 -1.91441 6.64881e-05 6.64881e-05 0 6.43965e-05
-27 -38 -1.32536 -1.86532 8.04943e-05 8.04943e-05 0 8.26612e-05
-27 -37 -1.32536 -1.81623 0.000108139 0.000108139 0 0.000105889
-27 -36 -1.32536 -1.76715 0.000133011 0.000133011 0 0.000135351
-27 -35 -1.32536 -1.71806 0.000175051 0.000175051 0 0.000172613
-27 -34 -1.32536 -1.66897 0.000217055 0.000217055 0 0.000219601
-27 -33 -1.32536 -1.61988 0.000281328 0.000281328 0 0.000278663
-27 -32 -1.32536 -1.5708 0.000349854 0.000349854 0 0.00035265
-27 -31 -1.32536 -1.52171 0.000447935 0.000447935 0 0.000444995
-27 -30 -1.32536 -1.47262 0.000556711 0.000556711 0 0.000559811
-27 -29 -1.32536 -1.42353 0.00070525 0.00070525 0 0.000701973
-27 -28 -1.32536 -1.37445 0.000873747 0.000873747 0 0.000877221
-27 -27 -1.32536 -1.32536 0.00109593 0.00109593 0 0.00109223
-27 -26 -1.32536 -1.27627 0.00135077 0.00135077 0 0.00135471
-27 -25 -1.32536 -1.22718 0.00167761 0.00167761 0 0.00167339
-27 -24 -1.32536 -1.1781 0.00205356 0.00205356 0 0.00205809
-27 -23 -1.32536 -1.12901 0.00252449 0.00252449 0 0.0025196
-27 -22 -1.32536 -1.07992 0.00306431 0.00306431 0 0.00306959
-27 -21 -1.32536 -1.03084 0.00372611 0.00372611 0 0.00372036
-27 -20 -1.32536 -0.981748 0.0044782 0.0044782 0 0.00448449
-27 -19 -1.32536 -0.93266 0.00538126 0.00538126 0 0.00537435
-27 -18 -1.32536 -0.883573 0.00639383 0.00639383 0 0.00640147
-27 -17 -1.32536 -0.834486 0.00758426 0.00758426 0 0.00757576
-27 -16 -1.32536 -0.785398 0.00889496 0.00889496 0 0.0089045
-27 -15 -1.32536 -0.736311 0.0104021 0.0104021 0 0.0103913
-27 -14 -1.32536 -0.687223 0.0120228 0.0120228 0 0.0120351
-27 -13 -1.32536 -0.638136 0.0138429 0.0138429 0 0.0138287
-27 -12 -1.32536 -0.589049 0.0157414 0.0157414 0 0.015758
-27 -11 -1.32536 -0.539961 0.0178205 0.0178205 0 0.0178009
