# mx my kx ky |F_fft| Re(F_fft) Im(F_fft) F_exact
-5 -38 -0.245437 -1.86532 0.000990914 0.000990914 0 0.00104503
-5 -37 -0.245437 -1.81623 0.00147355 0.00147355 0 0.00141738
-5 -36 -0.245437 -1.76715 0.00186436 0.00186436 0 0.00192278
-5 -35 -0.245437 -1.71806 0.00266979 0.00266979 0 0.0026089
-5 -34 -0.245437 -1.66897 0.00347699 0.00347699 0 0.00354057
-5 -33 -0.245437 -1.61988 0.00487248 0.00487248 0 0.00480593
-5 -32 -0.245437 -1.5708 0.00645509 0.00645509 0 0.00652491
-5 -31 -0.245437 -1.52171 0.00893405 0.00893405 0 0.00886063
-5 -30 -0.245437 -1.47262 0.0119577 0.0119577 0 0.0120351
-5 -29 -0.245437 -1.42353 0.0164325 0.0164325 0 0.0163506
-5 -28 -0.245437 -1.37445 0.0221319 0.0221319 0 0.0222186
-5 -27 -0.245437 -1.32536 0.0302917 0.0302917 0 0.0301995
-5 -26 -0.245437 -1.27627 0.0409582 0.0409582 0 0.0410565
-5 -25 -0.245437 -1.22718 0.0559348 0.0559348 0 0.0558296
-5 -24 -0.245437 -1.1781 0.0758222 0.0758222 0 0.0759353
-5 -23 -0.245437 -1.12901 0.103426 0.103426 0 0.103304
-5 -22 -0.245437 -1.07992 0.140434 0.140434 0 0.140566
-5 -21 -0.245437 -1.03084 0.191448 0.191448 0 0.191305
-5 -20 -0.245437 -0.981748 0.260242 0.260242 0 0.260399
-5 -19 -0.245437 -0.93266 0.354667 0.354667 0 0.354494
-5 -18 -0.245437 -0.883573 0.482434 0.482434 0 0.482625
-5 -17 -0.245437 -0.834486 0.657284 0.657284 0 0.657071
-5 -16 -0.245437 -0.785398 0.89425 0.89425 0 0.894488
-5 -15 -0.245437 -0.736311 1.21768 1.21768 0 1.21741
-5 -14 -0.245437 -0.687223 1.65594 1.65594 0 1.65624
-5 -13 -0.245437 -0.638136 2.25212 2.25212 0 2.25177
-5 -12 -0.245437 -0.589049 3.05791 3.05791 0 3.05832
-5 -11 -0.245437 -0.539961 4.14801 4.14801 0 4.14752
-5 -10 -0.245437 -0.490874 5.61166 5.61166 0 5.61225
-5 -9 -0.245437 -0.441786 7.57071 7.57071 0 7.56999
-5 -8 -0.245437 -0.392699 10.1623 10.1623 0 10.1633
-5 -7 -0.245437 -0.343612 13.554 13.554 0 13.5528
-5 -6 -0.245437 -0.294524 17.8928 17.8928 0 17.8944
-5 -5 -0.245437 -0.245437 23.2876 23.2876 0 23.2853
-5 -4 -0.245437 -0.19635 29.6557 29.6557 0 29.6592
-5 -3 -0.245437 -0.147262 36.6289 36.6289 0 36.6222
-5 -2 -0.245437 -0.0981748 43.2772 43.2772 0 43.2805
-5 -1 -0.245437 -0.0490874 48.4393 48.4393 0 48.2498
-5 0 -0.245437 0 50.8361 50.8361 0 50.1138
-5 1 -0.245437 0.0490874 48.4393 48.4393 0 48.2498
-5 2 -0.245437 0.0981748 43.2772 43.2772 0 43.2805
-5 3 -0.245437 0.147262 36.6289 36.6289 0 36.6222
-5 4 -0.245437 0.19635 29.6557 29.6557 0 29.6592
-5 5 -0.245437 0.245437 23.2876 23.2876 0 23.2853
-5 6 -0.245437 0.294524 17.8928 17.8928 0 17.8944
-5 7 -0.245437 0.343612 13.554 13.554 0 13.5528
-5 8 -0.245437 0.392699 10.1623 10.1623 0 10.1633
-5 9 -0.245437 0.441786 7.57071 7.57071 0 7.56999
-5 10 -0.245437 0.490874 5.61166 5.61166 0 5.61225
-5 11 -0.245437 0.539961 4.14801 4.14801 0 4.14752
-5 12 -0.245437 0.589049 3.05791 3.05791 0 3.05832
-5 13 -0.245437 0.638136 2.25212 2.25212 0 2.25177
-5 14 -0.245437 0.687223 1.65594 1.65594 0 1.65624
-5 15 -0.245437 0.736311 1.21768 1.21768 0 1.21741
-5 16 -0.245437 0.785398 0.89425 0.89425 0 0.894488
-5 17 -0.245437 0.834486 0.657284 0.657284 0 0.657071
-5 18 -0.245437 0.883573 0.482434 0.482434 0 0.482625
-5 19 -0.245437 0.93266 0.354667 0.354667 0 0.354494
-5 20 -0.245437 0.981748 0.260242 0.260242 0 0.260399
-5 21 -0.245437 1.03084 0.191448 0.191448 0 0.191305
-5 22 -0.245437 1.07992 0.140434 0.140434 0 0.140566
-5 23 -0.245437 1.12901 0.103426 0.103426 0 0.103304
-5 24 -0.245437 1.1781 0.0758222 0.0758222 0 0.0759353
-5 25 -0.245437 1.22718 0.0559348 0.0559348 0 0.0558296
-5 26 -0.245437 1.27627 0.0409582 0.0409582 0 0.0410565
-5 27 -0.245437 1.32536 0.0302917 0.0302917 0 0.0301995
-5 28 -0.245437 1.37445 0.0221319 0.0221319 0 0.0222186
-5 29 -0.245437 1.42353 0.0164325 0.0164325 0 0.0163506
-5 30 -0.245437 1.47262 0.0119577 0.0119577 0 0.0120351
-5 31 -0.245437 1.52171 0.00893405 0.00893405 0 0.00886063
-5 32 -0.245437 1.5708 0.00645509 0.00645509 0 0.00652491
-5 33 -0.245437 1.61988 0.00487248 0.00487248 0 0.00480593
-5 34 -0.245437 1.66897 0.00347699 0.00347699 0 0.00354057
-5 35 -0.245437 1.71806 0.00266979 0.00266979 0 0.0026089
-5 36 -0.245437 1.76715 0.00186436 0.00186436 0 0.00192278
-5 37 -0.245437 1.81623 0.00147355 0.00147355 0 0.00141738
-5 38 -0.245437 1.86532 0.000990914 0.000990914 0 0.00104503
-5 39 -0.245437 1.91441 0.000822858 0.000822858 0 0.000770632
-5 40 -0.245437 1.9635 0.000517892 0.000517892 0 0.000568388
-5 41 -0.245437 2.01258 0.000468204 0.000468204 0 0.000419294
-5 42 -0.245437 2.06167 0.00026191 0.00026191 0 0.000309362
-5 43 -0.245437 2.11076 0.000274405 0.000274405 0 0.000228289
-5 44 -0.245437 2.15984 0.000123606 0.000123606 0 0.00016849
-5 45 -0.245437 2.20893 0.000168132 0.000168132 0 0.000124374
-5 46 -0.245437 2.25802 4.91035e-05 4.91035e-05 0 9.18229e-05
-5 47 -0.245437 2.30711 0.000109575 0.000109575 0 6.78009e-05
-5 48 -0.245437 2.35619 9.17189e-06 9.17189e-06 0 5.00705e-05
-5 49 -0.245437 2.40528 7.7093e-05 7.7093e-05 0 3.69818e-05
-5 50 -0.245437 2.45437 1.20577e-05 -1.20577e-05 0 2.73182e-05
-5 51 -0.245437 2.50346 5.89128e-05 5.89128e-05 0 2.01824e-05
-5 52 -0.245437 2.55254 2.32018e-05 -2.32018e-05 0 1.49124e-05
-5 53 -0.245437 2.60163 4.86206e-05 4.86206e-05 0 1.10199e-05
-5 54 -0.245437 2.65072 2.89391e-05 -2.89391e-05 0 8.14438e-06
-5 55 -0.245437 2.69981 4.27196e-05 4.27196e-05 0 6.0199e-06
-5 56 -0.245437 2.74889 3.18081e-05 -3.18081e-05 0 4.4501e-06
-5 57 -0.245437 2.79798 3.93024e-05 3.93024e-05 0 3.29002e-06
-5 58 -0.245437 2.84707 3.3183e-05 -3.3183e-05 0 2.43261e-06
-5 59 -0.245437 2.89616 3.73312e-05 3.73312e-05 0 1.79884e-06
-5 60 -0.245437 2.94524 3.38018e-05 -3.38018e-05 0 1.33032e-06
-5 61 -0.245437 2.99433 3.62482e-05 3.62482e-05 0 9.83927e-07
-5 62 -0.245437 3.04342 3.40513e-05 -3.40513e-05 0 7.27799e-07
-5 63 -0.245437 3.09251 3.57671e-05 3.57671e-05 0 5.38394e-07

-4 -64 -0.19635 -3.14159 5.41752e-05 5.41752e-05 0 4.06851e-07
-4 -63 -0.19635 -3.09251 5.25426e-05 -5.25426e-05 0 5.50117e-07
-4 -62 -0.19635 -3.04342 5.44568e-05 5.44568e-05 0 7.43909e-07
-4 -61 -0.19635 -2.99433 5.24811e-05 -5.24811e-05 0 1.00608e-06
-4 -60 -0.19635 -2.94524 5.53618e-05 5.53618e-05 0 1.36078e-06
-4 -59 -0.19635 -2.89616 5.22424e-05 -5.22424e-05 0 1.84075e-06
-4 -58 -0.19635 -2.84707 5.70926e-05 5.70926e-05 0 2.4903e-06
-4 -57 -0.19635 -2.79798 5.15493e-05 -5.15493e-05 0 3.36945e-06
-4 -56 -0.19635 -2.74889 6.00689e-05 6.00689e-05 0 4.55953e-06
-4 -55 -0.19635 -2.69981 4.98545e-05 -4.98545e-05 0 6.17072e-06
-4 -54 -0.19635 -2.65072 6.50819e-05 6.50819e-05 0 8.35234e-06
-4 -53 -0.19635 -2.60163 4.61265e-05 -4.61265e-05 0 1.13068e-05
-4 -52 -0.19635 -2.55254 7.3591e-05 7.3591e-05 0 1.53084e-05
-4 -51 -0.19635 -2.50346 3.84477e-05 -3.84477e-05 0 2.07292e-05
-4 -50 -0.19635 -2.45437 8.82726e-05 8.82726e-05 0 2.80736e-05
-4 -49 -0.19635 -2.40528 2.32708e-05 -2.32708e-05 0 3.80261e-05
-4 -48 -0.19635 -2.35619 0.000114035 0.000114035 0 5.1515e-05
-4 -47 -0.19635 -2.30711 5.95649e-06 5.95649e-06 0 6.98002e-05
-4 -46 -0.19635 -2.25802 0.000159892 0.000159892 0 9.45918e-05
-4 -45 -0.19635 -2.20893 6.13312e-05 6.13312e-05 0 0.000128211
-4 -44 -0.19635 -2.15984 0.000242419 0.000242419 0 0.000173811
-4 -43 -0.19635 -2.11076 0.000165189 0.000165189 0 0.000235674
-4 -42 -0.19635 -2.06167 0.000392149 0.000392149 0 0.000319617
-4 -41 -0.19635 -2.01258 0.000358789 0.000358789 0 0.000433547
-4 -40 -0.19635 -1.9635 0.000665399 0.000665399 0 0.000588214
-4 -39 -0.19635 -1.91441 0.000718403 0.000718403 0 0.000798231
-4 -38 -0.19635 -1.86532 0.00116619 0.00116619 0 0.00108348
-4 -37 -0.19635 -1.81623 0.00138516 0.00138516 0 0.00147102
-4 -36 -0.19635 -1.76715 0.00208695 0.00208695 0 0.00199765
-4 -35 -0.19635 -1.71806 0.00262047 0.00262047 0 0.00271353
-4 -34 -0.19635 -1.66897 0.00378413 0.00378413 0 0.00368694
-4 -33 -0.19635 -1.61988 0.0049092 0.0049092 0 0.00501093
-4 -32 -0.19635 -1.5708 0.00691908 0.00691908 0 0.00681236
-4 -31 -0.19635 -1.52171 0.00915199 0.00915199 0 0.00926422
-4 -30 -0.19635 -1.47262 0.0127208 0.0127208 0 0.0126025
-4 -29 -0.19635 -1.42353 0.0170244 0.0170244 0 0.0171495
-4 -28 -0.19635 -1.37445 0.0234775 0.0234775 0 0.023345
-4 -27 -0.19635 -1.32536 0.0316492 0.0316492 0 0.0317901
-4 -26 -0.19635 -1.27627 0.0434571 0.0434571 0 0.0433067
-4 -25 -0.19635 -1.22718 0.0588576 0.0588576 0 0.0590186
-4 -24 -0.19635 -1.1781 0.0806364 0.0806364 0 0.0804635
-4 -23 -0.19635 -1.12901 0.109561 0.109561 0 0.109747
-4 -22 -0.19635 -1.07992 0.149956 0.149956 0 0.149755
-4 -21 -0.19635 -1.03084 0.204219 0.204219 0 0.204439
-4 -20 -0.19635 -0.981748 0.279463 0.279463 0 0.279223
-4 -19 -0.19635 -0.93266 0.38128 0.38128 0 0.381544
-4 -18 -0.19635 -0.883573 0.521904 0.521904 0 0.521612
-4 -17 -0.19635 -0.834486 0.713119 0.713119 0 0.713443
-4 -16 -0.19635 -0.785398 0.976642 0.976642 0 0.976278
-4 -15 -0.19635 -0.736311 1.33611 1.33611 0 1.33652
-4 -14 -0.19635 -0.687223 1.83086 1.83086 0 1.83039
-4 -13 -0.19635 -0.638136 2.50693 2.50693 0 2.50748
-4 -12 -0.19635 -0.589049 3.43613 3.43613 0 3.43549
-4 -11 -0.19635 -0.539961 4.70575 4.70575 0 4.7065
-4 -10 -0.19635 -0.490874 6.4456 6.4456 0 6.4447
-4 -9 -0.19635 -0.441786 8.81444 8.81444 0 8.81555
-4 -8 -0.19635 -0.392699 12.0362 12.0362 0 12.0348
-4 -7 -0.19635 -0.343612 16.3711 16.3711 0 16.3729
-4 -6 -0.19635 -0.294524 22.1473 22.1473 0 22.1448
-4 -5 -0.19635 -0.245437 29.6557 29.6557 0 29.6592
-4 -4 -0.19635 -0.19635 39.0844 39.0844 0 39.0789
-4 -3 -0.19635 -0.147262 50.1035 50.1035 0 50.1138
-4 -2 -0.19635 -0.0981748 61.5178 61.5178 0 61.5113
-4 -1 -0.19635 -0.0490874 70.363 70.363 0 70.6495
-4 0 -0.19635 0 73.1253 73.1253 0 74.2354
-4 1 -0.19635 0.0490874 70.363 70.363 0 70.6495
-4 2 -0.19635 0.0981748 61.5178 61.5178 0 61.5113
-4 3 -0.19635 0.147262 50.1035 50.1035 0 50.1138
-4 4 -0.19635 0.19635 39.0844 39.0844 0 39.0789
-4 5 -0.19635 0.245437 29.6557 29.6557 0 29.6592
-4 6 -0.19635 0.294524 22.1473 22.1473 0 22.1448
-4 7 -0.19635 0.343612 16.3711 16.3711 0 16.3729
-4 8 -0.19635 0.392699 12.0362 12.0362 0 12.0348
-4 9 -0.19635 0.441786 8.81444 8.81444 0 8.81555
-4 10 -0.19635 0.490874 6.4456 6.4456 0 6.4447
-4 11 -0.19635 0.539961 4.70575 4.70575 0 4.7065
-4 12 -0.19635 0.589049 3.43613 3.43613 0 3.43549
-4 13 -0.19635 0.638136 2.50693 2.50693 0 2.50748
-4 14 -0.19635 0.687223 1.83086 1.83086 0 1.83039
-4 15 -0.19635 0.736311 1.33611 1.33611 0 1.33652
-4 16 -0.19635 0.785398 0.976642 0.976642 0 0.976278
-4 17 -0.19635 0.834486 0.713119 0.713119 0 0.713443
-4 18 -0.19635 0.883573 0.521904 0.521904 0 0.521612
-4 19 -0.19635 0.93266 0.38128 0.38128 0 0.381544
-4 20 -0.19635 0.981748 0.279463 0.279463 0 0.279223
-4 21 -0.19635 1.03084 0.204219 0.204219 0 0.204439
-4 22 -0.19635 1.07992 0.149956 0.149956 0 0.149755
-4 23 -0.19635 1.12901 0.109561 0.109561 0 0.109747
-4 24 -0.19635 1.1781 0.0806364 0.0806364 0 0.0804635
-4 25 -0.19635 1.22718 0.0588576 0.0588576 0 0.0590186
-4 26 -0.19635 1.27627 0.0434571 0.0434571 0 0.0433067
-4 27 -0.19635 1.32536 0.0316492 0.0316492 0 0.0317901
-4 28 -0.19635 1.37445 0.0234775 0.0234775 0 0.023345
-4 29 -0.19635 1.42353 0.0170244 0.0170244 0 0.0171495
-4 30 -0.19635 1.47262 0.0127208 0.0127208 0 0.0126025
-4 31 -0.19635 1.52171 0.00915199 0.00915199 0 0.00926422
-4 32 -0.19635 1.5708 0.00691908 0.00691908 0 0.00681236
-4 33 -0.19635 1.61988 0.0049092 0.0049092 0 0.00501093
-4 34 -0.19635 1.66897 0.00378413 0.00378413 0 0.00368694
-4 35 -0.19635 1.71806 0.00262047 0.00262047 0 0.00271353
-4 36 -0.19635 1.76715 0.00208695 0.00208695 0 0.00199765
-4 37 -0.19635 1.81623 0.00138516 0.00138516 0 0.00147102
-4 38 -0.19635 1.86532 0.00116619 0.00116619 0 0.00108348
-4 39 -0.19635 1.91441 0.000718403 0.000718403 0 0.000798231
-4 40 -0.19635 1.9635 0.000665399 0.000665399 0 0.000588214
-4 41 -0.19635 2.01258 0.000358789 0.000358789 0 0.000433547
-4 42 -0.19635 2.06167 0.000392149 0.000392149 0 0.000319617
-4 43 -0.19635 2.11076 0.000165189 0.000165189 0 0.000235674
-4 44 -0.19635 2.15984 0.000242419 0.000242419 0 0.000173811
-4 45 -0.19635 2.20893 6.13312e-05 6.13312e-05 0 0.000128211
-4 46 -0.19635 2.25802 0.000159892 0.000159892 0 9.45918e-05
-4 47 -0.19635 2.30711 5.95649e-06 5.95649e-06 0 6.98002e-05
-4 48 -0.19635 2.35619 0.000114035 0.000114035 0 5.1515e-05
-4 49 -0.19635 2.40528 2.32708e-05 -2.32708e-05 0 3.80261e-05
-4 50 -0.19635 2.45437 8.82726e-05 8.82726e-05 0 2.80736e-05
-4 51 -0.19635 2.50346 3.84477e-05 -3.84477e-05 0 2.07292e-05
-4 52 -0.19635 2.55254 7.3591e-05 7.3591e-05 0 1.53084e-05
-4 53 -0.19635 2.60163 4.61265e-05 -4.61265e-05 0 1.13068e-05
-4 54 -0.19635 2.65072 6.50819e-05 6.50819e-05 0 8.35234e-06
-4 55 -0.19635 2.69981 4.98545e-05 -4.98545e-05 0 6.17072e-06
-4 56 -0.19635 2.74889 6.00689e-05 6.00689e-05 0 4.55953e-06
-4 57 -0.19635 2.79798 5.15493e-05 -5.15493e-05 0 3.36945e-06
-4 58 -0.19635 2.84707 5.70926e-05 5.70926e-05 0 2.4903e-06
-4 59 -0.19635 2.89616 5.22424e-05 -5.22424e-05 0 1.84075e-06
-4 60 -0.19635 2.94524 5.53618e-05 5.53618e-05 0 1.36078e-06
-4 61 -0.19635 2.99433 5.24811e-05 -5.24811e-05 0 1.00608e-06
-4 62 -0.19635 3.04342 5.44568e-05 5.44568e-05 0 7.43909e-07
-4 63 -0.19635 3.09251 5.25426e-05 -5.25426e-05 0 5.50117e-07

-3 -64 -0.147262 -3.14159 0.000104255 -0.000104255 0 4.1362e-07
-3 -63 -0.147262 -3.09251 0.000106011 0.000106011 0 5.59421e-07
-3 -62 -0.147262 -3.04342 0.000104353 -0.000104353 0 7.567e-07
-3 -61 -0.147262 -2.99433 0.000106845 0.000106845 0 1.02367e-06
-3 -60 -0.147262 -2.94524 0.000104592 -0.000104592 0 1.38498e-06
-3 -59 -0.147262 -2.89616 0.000108645 0.000108645 0 1.87406e-06
-3 -58 -0.147262 -2.84707 0.000104789 -0.000104789 0 2.53617e-06
-3 -57 -0.147262 -2.79798 0.000111727 0.000111727 0 3.43264e-06
-3 -56 -0.147262 -2.74889 0.000104553 -0.000104553 0 4.64661e-06
-3 -55 -0.147262 -2.69981 0.000116695 0.000116695 0 6.29079e-06
-3 -54 -0.147262 -2.65072 0.000103132 -0.000103132 0 8.51798e-06
-3 -53 -0.147262 -2.60163 0.000124674 0.000124674 0 1.15354e-05
-3 -52 -0.147262 -2.55254 9.91085e-05 -9.91085e-05 0 1.56241e-05
-3 -51 -0.147262 -2.50346 0.000137714 0.000137714 0 2.11653e-05
-3 -50 -0.147262 -2.45437 8.98408e-05 -8.98408e-05 0 2.86766e-05
-3 -49 -0.147262 -2.40528 0.000159569 0.000159569 0 3.88602e-05
-3 -48 -0.147262 -2.35619 7.04221e-05 -7.04221e-05 0 5.26694e-05
-3 -47 -0.147262 -2.30711 0.000197111 0.000197111 0 7.13989e-05
-3 -46 -0.147262 -2.25802 3.17567e-05 -3.17567e-05 0 9.68073e-05
-3 -45 -0.147262 -2.20893 0.000262965 0.000262965 0 0.000131284
-3 -44 -0.147262 -2.15984 4.30023e-05 4.30023e-05 0 0.000178075
-3 -43 -0.147262 -2.11076 0.000380365 0.000380365 0 0.000241595
-3 -42 -0.147262 -2.06167 0.000185055 0.000185055 0 0.000327847
-3 -41 -0.147262 -2.01258 0.000592168 0.000592168 0 0.000444995
-3 -40 -0.147262 -1.9635 0.000452209 0.000452209 0 0.000604151
-3 -39 -0.147262 -1.91441 0.000977581 0.000977581 0 0.00082044
-3 -38 -0.147262 -1.86532 0.000951646 0.000951646 0 0.00111446
-3 -37 -0.147262 -1.81623 0.00168326 0.00168326 0 0.00151426
-3 -36 -0.147262 -1.76715 0.00188233 0.00188233 0 0.00205809
-3 -35 -0.147262 -1.71806 0.00298125 0.00298125 0 0.00279809
-3 -34 -0.147262 -1.66897 0.00361411 0.00361411 0 0.00380538
-3 -33 -0.147262 -1.61988 0.00537723 0.00537723 0 0.00517704
-3 -32 -0.147262 -1.5708 0.00683562 0.00683562 0 0.00704561
-3 -31 -0.147262 -1.52171 0.00981302 0.00981302 0 0.00959221
-3 -30 -0.147262 -1.47262 0.0128316 0.0128316 0 0.0130644
-3 -29 -0.147262 -1.42353 0.0180469 0.0180469 0 0.0178009
-3 -28 -0.147262 -1.37445 0.0240044 0.0240044 0 0.0242652
-3 -27 -0.147262 -1.32536 0.0333698 0.0333698 0 0.0330925
-3 -26 -0.147262 -1.27627 0.0448576 0.0448576 0 0.0451533
-3 -25 -0.147262 -1.22718 0.0619584 0.0619584 0 0.0616419
-3 -24 -0.147262 -1.1781 0.0838588 0.0838588 0 0.0841987
-3 -23 -0.147262 -1.12901 0.115444 0.115444 0 0.115078
-3 -22 -0.147262 -1.07992 0.156984 0.156984 0 0.157381
-3 -21 -0.147262 -1.03084 0.215811 0.215811 0 0.215379
-3 -20 -0.147262 -0.981748 0.294493 0.294493 0 0.294964
-3 -19 -0.147262 -0.93266 0.404785 0.404785 0 0.404266
-3 -18 -0.147262 -0.883573 0.553954 0.553954 0 0.554527
-3 -17 -0.147262 -0.834486 0.761943 0.761943 0 0.761306
-3 -16 -0.147262 -0.785398 1.04546 1.04546 0 1.04617
-3 -15 -0.147262 -0.736311 1.43987 1.43987 0 1.43906
-3 -14 -0.147262 -0.687223 1.98069 1.98069 0 1.98161
-3 -13 -0.147262 -0.638136 2.73282 2.73282 0 2.73176
-3 -12 -0.147262 -0.589049 3.76901 3.76901 0 3.77024
-3 -11 -0.147262 -0.539961 5.21114 5.21114 0 5.20967
-3 -10 -0.147262 -0.490874 7.2052 7.2052 0 7.20696
-3 -9 -0.147262 -0.441786 9.98243 9.98243 0 9.98027
-3 -8 -0.147262 -0.392699 13.8284 13.8284 0 13.8311
-3 -7 -0.147262 -0.343612 19.1739 19.1739 0 19.1704
-3 -6 -0.147262 -0.294524 26.5377 26.5377 0 26.5424
-3 -5 -0.147262 -0.245437 36.6289 36.6289 0 36.6222
-3 -4 -0.147262 -0.19635 50.1035 50.1035 0 50.1138
-3 -3 -0.147262 -0.147262 67.3749 67.3749 0 67.3562
-3 -2 -0.147262 -0.0981748 87.2108 87.2108 0 87.2274
-3 -1 -0.147262 -0.0490874 105.631 105.631 0 105.151
-3 0 -0.147262 0 114.709 114.709 0 112.798
-3 1 -0.147262 0.0490874 105.631 105.631 0 105.151
-3 2 -0.147262 0.0981748 87.2108 87.2108 0 87.2274
-3 3 -0.147262 0.147262 67.3749 67.3749 0 67.3562
-3 4 -0.147262 0.19635 50.1035 50.1035 0 50.1138
-3 5 -0.147262 0.245437 36.6289 36.6289 0 36.6222
-3 6 -0.147262 0.294524 26.5377 26.5377 0 26.5424
-3 7 -0.147262 0.343612 19.1739 19.1739 0 19.1704
-3 8 -0.147262 0.392699 13.8284 13.8284 0 13.8311
-3 9 -0.147262 0.441786 9.98243 9.98243 0 9.98027
-3 10 -0.147262 0.490874 7.2052 7.2052 0 7.20696
-3 11 -0.147262 0.539961 5.21114 5.21114 0 5.20967
-3 12 -0.147262 0.589049 3.76901 3.76901 0 3.77024
-3 13 -0.147262 0.638136 2.73282 2.73282 0 2.73176
-3 14 -0.147262 0.687223 1.98069 1.98069 0 1.98161
-3 15 -0.147262 0.736311 1.43987 1.43987 0 1.43906
-3 16 -0.147262 0.785398 1.04546 1.04546 0 1.04617
-3 17 -0.147262 0.834486 0.761943 0.761943 0 0.761306
-3 18 -0.147262 0.883573 0.553954 0.553954 0 0.554527
-3 19 -0.147262 0.93266 0.404785 0.404785 0 0.404266
-3 20 -0.147262 0.981748 0.294493 0.294493 0 0.294964
-3 21 -0.147262 1.03084 0.215811 0.215811 0 0.215379
-3 22 -0.147262 1.07992 0.156984 0.156984 0 0.157381
-3 23 -0.147262 1.12901 0.115444 0.115444 0 0.115078
-3 24 -0.147262 1.1781 0.0838588 0.0838588 0 0.0841987
-3 25 -0.147262 1.22718 0.0619584 0.0619584 0 0.0616419
-3 26 -0.147262 1.27627 0.0448576 0.0448576 0 0.0451533
-3 27 -0.147262 1.32536 0.0333698 0.0333698 0 0.0330925
-3 28 -0.147262 1.37445 0.0240044 0.0240044 0 0.0242652
-3 29 -0.147262 1.42353 0.0180469 0.0180469 0 0.0178009
-3 30 -0.147262 1.47262 0.0128316 0.0128316 0 0.0130644
-3 31 -0.147262 1.52171 0.00981302 0.00981302 0 0.00959221
-3 32 -0.147262 1.5708 0.00683562 0.00683562 0 0.00704561
-3 33 -0.147262 1.61988 0.00537723 0.00537723 0 0.00517704
-3 34 -0.147262 1.66897 0.00361411 0.00361411 0 0.00380538
-3 35 -0.147262 1.71806 0.00298125 0.00298125 0 0.00279809
-3 36 -0.147262 1.76715 0.00188233 0.00188233 0 0.00205809
-3 37 -0.147262 1.81623 0.00168326 0.00168326 0 0.00151426
-3 38 -0.147262 1.86532 0.000951646 0.000951646 0 0.00111446
-3 39 -0.147262 1.91441 0.000977581 0.000977581 0 0.00082044
-3 40 -0.147262 1.9635 0.000452209 0.000452209 0 0.000604151
-3 41 -0.147262 2.01258 0.000592168 0.000592168 0 0.000444995
-3 42 -0.147262 2.06167 0.000185055 0.000185055 0 0.000327847
-3 43 -0.147262 2.11076 0.000380365 0.000380365 0 0.000241595
-3 44 -0.147262 2.15984 4.30023e-05 4.30023e-05 0 0.000178075
-3 45 -0.147262 2.20893 0.000262965 0.000262965 0 0.000131284
-3 46 -0.147262 2.25802 3.17567e-05 -3.17567e-05 0 9.68073e-05
-3 47 -0.147262 2.30711 0.000197111 0.000197111 0 7.13989e-05
-3 48 -0.147262 2.35619 7.04221e-05 -7.04221e-05 0 5.26694e-05
-3 49 -0.147262 2.40528 0.000159569 0.000159569 0 3.88602e-05
-3 50 -0.147262 2.45437 8.98408e-05 -8.98408e-05 0 2.86766e-05
-3 51 -0.147262 2.50346 0.000137714 0.000137714 0 2.11653e-05
-3 52 -0.147262 2.55254 9.91085e-05 -9.91085e-05 0 1.56241e-05
-3 53 -0.147262 2.60163 0.000124674 0.000124674 0 1.15354e-05
-3 54 -0.147262 2.65072 0.000103132 -0.000103132 0 8.51798e-06
-3 55 -0.147262 2.69981 0.000116695 0.000116695 0 6.29079e-06
-3 56 -0.147262 2.74889 0.000104553 -0.000104553 0 4.64661e-06
-3 57 -0.147262 2.79798 0.000111727 0.000111727 0 3.43264e-06
-3 58 -0.147262 2.84707 0.000104789 -0.000104789 0 2.53617e-06
-3 59 -0.147262 2.89616 0.000108645 0.000108645 0 1.87406e-06
-3 60 -0.147262 2.94524 0.000104592 -0.000104592 0 1.38498e-06
-3 61 -0.147262 2.99433 0.000106845 0.000106845 0 1.02367e-06
-3 62 -0.147262 3.04342 0.000104353 -0.000104353 0 7.567e-07
-3 63 -0.147262 3.09251 0.000106011 0.000106011 0 5.59421e-07

-2 -64 -0.0981748 -3.14159 1.9814e-05 1.9814e-05 0 4.18529e-07
-2 -63 -0.0981748 -3.09251 1.81132e-05 -1.81132e-05 0 5.66168e-07
-2 -62 -0.0981748 -3.04342 2.0019e-05 2.0019e-05 0 7.65978e-07
-2 -61 -0.0981748 -2.99433 1.78779e-05 -1.78779e-05 0 1.03643e-06
-2 -60 -0.0981748 -2.94524 2.06946e-05 2.06946e-05 0 1.40255e-06
-2 -59 -0.0981748 -2.89616 1.72841e-05 -1.72841e-05 0 1.89824e-06
-2 -58 -0.0981748 -2.84707 2.20459e-05 2.20459e-05 0 2.56948e-06
-2 -57 -0.0981748 -2.79798 1.60376e-05 -1.60376e-05 0 3.47854e-06
-2 -56 -0.0981748 -2.74889 2.44997e-05 2.44997e-05 0 4.7099e-06
-2 -55 -0.0981748 -2.69981 1.35596e-05 -1.35596e-05 0 6.37808e-06
-2 -54 -0.0981748 -2.65072 2.88663e-05 2.88663e-05 0 8.63843e-06
-2 -53 -0.0981748 -2.60163 8.76252e-06 -8.76252e-06 0 1.17017e-05
-2 -52 -0.0981748 -2.55254 3.66481e-05 3.66481e-05 0 1.58538e-05
-2 -51 -0.0981748 -2.50346 3.71117e-07 3.71117e-07 0 2.14829e-05
-2 -50 -0.0981748 -2.45437 5.06144e-05 5.06144e-05 0 2.91158e-05
